beta_L_mean_cc_713_75,2.17941e-10,-4.30886e-10,-1.54092e-10,-2.08674e-10,-2.01988e-10,-1.12728e-09,-0.783376,0.438457,0.581102,0.568435,1,0.588252,2.28318e-10,nan,-9.88307e-11,nan,nan,-2.3702e-09,-0.513167,0.424896,nan,2.61831e-10
beta_L_mean_cc_910_0,1.46548e-10,-2.59439e-10,-1.04181e-10,-1.40808e-10,-1.3644e-10,4.51424e-08,-0.756482,0.512992,0.570717,0.566905,0.588252,1,1.48281e-10,nan,-6.41825e-11,nan,nan,1.15362e-07,-0.232356,0.185855,nan,2.02028e-10
alpha_pop,0.842404,-0.775731,-0.582914,-0.795589,-0.76687,-0.757424,-1.5688e-10,-6.2616e-10,1.19919e-10,6.12181e-10,2.28318e-10,1.48281e-10,1,nan,-0.432927,nan,nan,-0.00648166,-4.84249e-11,-4.27997e-12,nan,0.430421
beta_alpha_mean_cc_643_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_alpha_mean_cc_654_75,-0.364688,0.335815,0.806197,0.34442,0.331987,0.327898,6.79077e-11,2.71048e-10,-5.19087e-11,-2.65022e-10,-9.88307e-11,-6.41825e-11,-0.432927,nan,1,nan,nan,0.00280613,2.09571e-11,1.85742e-12,nan,-0.186269
beta_alpha_mean_cc_695_25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_alpha_mean_cc_713_75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_alpha_mean_cc_910_0,-0.00538674,0.00490092,0.00371802,0.00507923,0.00489346,0.397284,1.50939e-09,-8.37386e-10,-9.31483e-10,-7.37219e-10,-2.3702e-09,1.15362e-07,-0.00648166,nan,0.00280613,nan,nan,1,5.31946e-09,-5.3549e-09,nan,-0.0023208
acc,-5.37842e-11,1.68773e-10,3.88829e-11,5.22385e-11,5.07821e-11,2.13677e-09,0.330549,-0.165885,-0.211544,-0.175328,-0.513167,-0.232356,-4.84249e-11,nan,2.09571e-11,nan,nan,5.31946e-09,1,-0.989325,nan,-1.03825e-10
bcc,4.38908e-12,-7.8667e-11,-4.06239e-12,-5.0333e-12,-5.11585e-12,-2.10608e-09,-0.269697,0.154673,0.164658,0.127723,0.424896,0.185855,-4.27997e-12,nan,1.85742e-12,nan,nan,-5.3549e-09,-0.989325,1,nan,4.92244e-11
avc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
bvc,0.490137,-0.554679,-0.355515,-0.477068,-0.464063,-0.448903,-1.78712e-10,-6.46847e-10,1.34378e-10,3.44868e-10,2.61831e-10,2.02028e-10,0.430421,nan,-0.186269,nan,nan,-0.0023208,-1.03825e-10,4.92244e-11,nan,1
